26,"abakıymış",3
29,"abakıymış",3
33,"abakıymış",3
57,"abakıymış",1
70,"abakıymış",2
74,"abakıymış",5
91,"abakıymış",4
8,"abartış",6
12,"abartış",4
41,"abartış",5
49,"abartış",7
72,"abartış",4
73,"abartış",1
91,"abartış",3
6,"abay",2
35,"abay",1
48,"abay",3
52,"abay",6
24,"abazan",3
32,"abazan",4
38,"abazan",2
61,"abazan",1
80,"abazan",3
91,"abazan",4
24,"abazan kalmak",6
25,"abazan kalmak",5
27,"abazan kalmak",7
35,"abazan kalmak",2
54,"abazan kalmak",1
62,"abazan kalmak",3
70,"abazan kalmak",3
84,"abazan kalmak",2
89,"abazan kalmak",5
27,"abdala malum olur",5
50,"abdala malum olur",6
52,"abdala malum olur",7
60,"abdala malum olur",7
88,"abdala malum olur",2
91,"abdala malum olur",4
7,"abdestan",3
16,"abdestan",4
39,"abdestan",4
41,"abdestan",2
72,"abdestan",2
100,"abdestan",4
12,"abdestini vermek",2
16,"abdestini vermek",7
35,"abdestini vermek",5
59,"abdestini vermek",7
81,"abdestini vermek",2
83,"abdestini vermek",7
100,"abdestini vermek",3
4,"abece sırası",3
18,"abece sırası",4
54,"abece sırası",6
59,"abece sırası",2
61,"abece sırası",7
61,"abece sırası",4
10,"abı",3
16,"abı",4
19,"abı",7
53,"abı",1
86,"abı",6
51,"abıç",5
96,"abıç",3
29,"abıkan",5
42,"abıkan",7
51,"abıkan",1
85,"abıkan",4
34,"abıru",1
48,"abıru",7
76,"abıru",3
81,"abıru",6
12,"abışka",1
28,"abışka",6
37,"abışka",7
42,"abışka",2
51,"abışka",1
62,"abışka",7
75,"abışka",1
75,"abışka",1
81,"abışka",6
91,"abışka",2
17,"abidin",7
34,"abidin",5
74,"abidin",3
12,"abin",2
23,"abin",3
44,"abin",6
75,"abin",5
87,"abin",1
11,"abla",2
40,"abla",7
75,"abla",1
77,"abla",3
86,"abla",4
91,"abla",3
2,"ablaklık",7
9,"ablaklık",2
25,"ablaklık",7
45,"ablaklık",2
54,"ablaklık",6
78,"ablaklık",6
86,"ablaklık",3
88,"ablaklık",1
92,"ablaklık",2
71,"ablatif",4
10,"absorbe",6
16,"absorbe",6
27,"absorbe",6
34,"absorbe",2
54,"absorbe",1
64,"absorbe",6
94,"absorbe",3
11,"absorbe olmak",3
47,"absorbe olmak",6
82,"absorbe olmak",3
55,"abuk subukluk",2
71,"abuk subukluk",5
84,"abuk subukluk",6
64,"abula etmek",6
65,"abula etmek",3
92,"abula etmek",3
95,"abula etmek",1
97,"abula etmek",4
6,"abullabutluk",6
35,"abullabutluk",5
41,"abullabutluk",4
55,"abullabutluk",3
72,"abullabutluk",2
16,"aca",6
68,"aca",5
7,"acarkan",2
9,"acarkan",7
26,"acarkan",3
41,"acarkan",6
42,"acarkan",1
74,"acarkan",3
89,"acarkan",5
6,"acarlık",1
59,"acarlık",1
92,"acarlık",4
34,"acayip karşılamak",3
44,"acayip karşılamak",1
78,"acayip karşılamak",3
90,"acayip karşılamak",2
19,"accelerando",4
32,"accelerando",6
69,"accelerando",1
88,"accelerando",7
99,"accelerando",4
20,"aceleten",3
33,"aceleten",5
69,"aceleten",4
17,"acembuselik",5
26,"acembuselik",5
31,"acembuselik",6
38,"acembuselik",4
91,"acembuselik",2
4,"acemice",7
87,"acemice",6
87,"acemice",4
46,"acemleştirmek",7
60,"acemleştirmek",4
77,"acemleştirmek",5
25,"acıbadem şerbeti",6
54,"acıbadem şerbeti",3
72,"acıbadem şerbeti",1
77,"acıbadem şerbeti",6
9,"acıçektirmek",4
14,"acıçektirmek",2
29,"acıçektirmek",4
53,"acıçektirmek",1
58,"acıçektirmek",5
76,"acıçektirmek",1
84,"acıçektirmek",4
90,"acıçektirmek",7
93,"acıçektirmek",1
20,"acılaşmak",1
61,"acılaşmak",3
91,"acılaşmak",4
9,"acımıh",5
10,"acımıh",6
49,"acımıh",6
59,"acımıh",3
89,"acımıh",1
90,"acımıh",2
3,"acısı çıkmak",6
20,"acısı çıkmak",7
51,"acısı çıkmak",5
55,"acısı çıkmak",1
61,"acısı çıkmak",4
14,"acıtmak",4
16,"acıtmak",7
47,"acıtmak",6
100,"acıtmak",6
2,"acıya",5
2,"acıya",2
5,"acıya",7
13,"acıya",7
15,"acıya",3
40,"acıya",5
46,"acıya",7
90,"acıya",3
4,"acıyarak",3
42,"acıyarak",3
61,"acıyarak",3
69,"acıyarak",5
79,"acıyarak",5
90,"acıyarak",2
94,"acıyarak",3
5,"acıyı",7
57,"acıyı",2
66,"acıyı",7
78,"acıyı",1
84,"acıyı",6
96,"acıyı",3
97,"acıyı",7
6,"acimik",7
33,"acimik",3
43,"acimik",7
59,"acimik",5
94,"acimik",5
53,"aclan",3
59,"aclan",2
82,"aclan",7
87,"aclan",1
35,"acurlu",5
39,"acurlu",7
50,"acurlu",3
75,"acurlu",1
76,"acurlu",5
10,"acyocu",5
13,"acyocu",7
27,"acyocu",6
27,"acyocu",6
38,"acyocu",6
59,"acyocu",3
27,"acz içinde olmak",4
53,"acz içinde olmak",5
57,"acz içinde olmak",2
4,"acze düşmek",3
11,"acze düşmek",2
22,"acze düşmek",7
32,"acze düşmek",1
45,"acze düşmek",1
59,"acze düşmek",2
81,"acze düşmek",6
93,"acze düşmek",6
23,"aç acına",5
26,"aç acına",6
44,"aç acına",1
47,"aç acına",7
61,"aç acına",7
72,"aç acına",2
95,"aç acına",3
100,"aç acına",4
26,"aç açık kalmak",3
47,"aç açık kalmak",4
90,"aç açık kalmak",3
96,"aç açık kalmak",4
12,"aç karnına",2
35,"aç karnına",1
96,"aç karnına",7
64,"açgöz",7
78,"açgöz",2
88,"açgöz",4
8,"açgözlülük",7
17,"açgözlülük",5
24,"açgözlülük",3
67,"açgözlülük",2
74,"açgözlülük",2
78,"açgözlülük",1
50,"açığını kapatmak",2
63,"açığını kapatmak",1
74,"açığını kapatmak",7
87,"açığını kapatmak",7
94,"açığını kapatmak",7
4,"açık bono",2
18,"açık bono",7
42,"açık bono",3
42,"açık bono",5
92,"açık bono",4
5,"açık çek",1
26,"açık çek",6
64,"açık çek",5
77,"açık çek",6
96,"açık çek",3
3,"açık hece",7
15,"açık hece",2
21,"açık hece",1
33,"açık hece",6
37,"açık hece",1
63,"açık hece",5
65,"açık hece",4
78,"açık hece",2
84,"açık hece",3
20,"açık işletme",7
27,"açık işletme",7
36,"açık işletme",7
53,"açık işletme",1
89,"açık işletme",3
12,"açık kabuk",7
21,"açık kabuk",1
28,"açık kabuk",7
30,"açık kabuk",6
50,"açık kabuk",1
52,"açık kabuk",3
88,"açık kabuk",4
95,"açık kabuk",3
96,"açık kabuk",7
2,"açık kapı politikası",2
5,"açık kapı politikası",5
34,"açık kapı politikası",4
43,"açık kapı politikası",4
46,"açık kapı politikası",7
51,"açık kapı politikası",7
12,"açık liman",2
13,"açık liman",1
20,"açık liman",2
23,"açık liman",4
45,"açık liman",2
65,"açık liman",7
84,"açık liman",7
97,"açık liman",5
13,"açık mavi",5
37,"açık mavi",1
37,"açık mavi",5
57,"açık mavi",4
87,"açık mavi",2
5,"açık öğretim",2
8,"açık öğretim",2
30,"açık öğretim",5
18,"açık pazar",3
52,"açık pazar",7
57,"açık pazar",2
15,"açık rejim",7
62,"açık rejim",3
68,"açık rejim",5
72,"açık rejim",5
24,"açık şehir",1
54,"açık şehir",1
64,"açık şehir",2
89,"açık şehir",7
4,"açık toplum",3
22,"açık toplum",3
33,"açık toplum",2
74,"açık toplum",6
84,"açık toplum",3
2,"açık yüreklilik",3
5,"açık yüreklilik",2
27,"açık yüreklilik",1
42,"açık yüreklilik",1
71,"açık yüreklilik",3
83,"açık yüreklilik",5
86,"açık yüreklilik",2
44,"açıkartırma",6
67,"açıkartırma",6
79,"açıkartırma",5
89,"açıkartırma",4
17,"açıkgözlükle",3
45,"açıkgözlükle",4
60,"açıkgözlükle",2
89,"açıkgözlükle",3
90,"açıkgözlükle",7
48,"açıklar livası",4
56,"açıklar livası",6
63,"açıklar livası",3
69,"açıklar livası",1
22,"açıklaştırma",5
71,"açıklaştırma",3
78,"açıklaştırma",4
5,"açıklaştırmak",2
39,"açıklaştırmak",3
64,"açıklaştırmak",1
68,"açıklaştırmak",7
77,"açıklaştırmak",6
95,"açıklaştırmak",6
1,"açıklayan",4
38,"açıklayan",7
43,"açıklayan",2
90,"açıklayan",3
25,"açıklıkla",7
25,"açıklıkla",5
44,"açıklıkla",1
52,"açıklıkla",4
70,"açıklıkla",2
100,"açıklıkla",5
13,"açıktan",1
26,"açıktan",1
43,"açıktan",5
68,"açıktan",2
90,"açıktan",5
4,"açıkyüreklilik",4
7,"açıkyüreklilik",6
53,"açıkyüreklilik",5
64,"açıkyüreklilik",4
87,"açıkyüreklilik",1
21,"açınım",4
26,"açınım",7
59,"açınım",6
6,"açınma",6
12,"açınma",7
31,"açınma",3
58,"açınma",3
35,"açıortay",2
41,"açıortay",3
41,"açıortay",4
47,"açıortay",5
50,"açıortay",1
57,"açıortay",4
72,"açıortay",3
86,"açıortay",7
89,"açıortay",3
97,"açıortay",1
81,"açıölçer",3
22,"açkılanma",3
24,"açkılanma",3
46,"açkılanma",5
82,"açkılanma",1
14,"açkıyapılmak",2
25,"açkıyapılmak",3
34,"açkıyapılmak",4
83,"açkıyapılmak",1
43,"açlıktan nefesi kokmak",1
68,"açlıktan nefesi kokmak",2
76,"açlıktan nefesi kokmak",3
88,"açlıktan nefesi kokmak",1
94,"açlıktan nefesi kokmak",2
8,"açmacı",3
59,"açmacı",2
68,"açmacı",2
78,"açmacı",1
81,"açmacı",3
84,"açmacı",2
96,"açmacı",3
6,"ad durumu",6
27,"ad durumu",3
77,"ad durumu",7
38,"ad tamlaması",7
47,"ad tamlaması",5
43,"ada gibi gemi",6
48,"ada gibi gemi",1
50,"ada gibi gemi",7
69,"ada gibi gemi",7
89,"ada gibi gemi",2
27,"ada tavşanı",6
43,"adacılık",4
47,"adacılık",6
97,"adacılık",7
6,"adak",1
51,"adak",2
67,"adak",6
72,"adak",1
94,"adak",5
65,"adaklamak",4
66,"adaklamak",3
100,"adaklamak",5
12,"adaklanmak",5
21,"adaklanmak",7
31,"adaklanmak",1
93,"adaklanmak",5
97,"adaklanmak",6
29,"adaklı",7
60,"adaklı",6
100,"adaklı",3
1,"adalet",1
14,"adalet",3
17,"adalet",4
26,"adalet",2
81,"adalet",2
55,"adalet mahkemesi",1
60,"adalet mahkemesi",7
67,"adalet mahkemesi",3
68,"adalet mahkemesi",5
72,"adalet mahkemesi",5
23,"adalet sarayı",5
76,"adalet sarayı",5
2,"adalete teslim etmek",6
4,"adalete teslim etmek",6
32,"adalete teslim etmek",2
53,"adalete teslim etmek",7
81,"adalete teslim etmek",6
99,"adalete teslim etmek",3
28,"adaletten",2
48,"adaletten",2
53,"adaletten",6
57,"adaletten",1
63,"adaletten",4
79,"adaletten",7
45,"adam başına",6
59,"adam başına",2
22,"adamakıllı",3
27,"adamakıllı",3
71,"adamakıllı",7
22,"adamcasına",6
22,"adamcasına",7
50,"adamcasına",4
63,"adamcasına",7
24,"adamlıksız",1
25,"adamlıksız",6
29,"adamlıksız",2
82,"adamlıksız",7
2,"adamsendeci",1
5,"adamsendeci",2
13,"adamsendeci",7
15,"adamsendeci",4
17,"adamsendeci",6
48,"adamsendeci",2
94,"adamsendeci",6
10,"adamsız",2
46,"adamsız",4
58,"adamsız",1
97,"adamsız",6
5,"adap",4
5,"adap",4
14,"adap",1
17,"adap",6
34,"adap",5
46,"adap",6
58,"adap",7
17,"adapte olmak",3
25,"adapte olmak",1
35,"adapte olmak",6
49,"adapte olmak",3
87,"adapte olmak",3
90,"adapte olmak",2
8,"adaptör",3
14,"adaptör",1
37,"adaptör",7
52,"adaptör",5
60,"adaptör",6
18,"aday",1
43,"aday",4
74,"aday",5
92,"aday",2
6,"adcı",4
18,"adcı",2
43,"adcı",1
53,"adcı",3
68,"adcı",7
77,"adcı",5
92,"adcı",4
1,"adçekimi",4
31,"adçekimi",6
96,"adçekimi",7
100,"adçekimi",1
51,"addan türeme fiil",2
58,"addan türeme fiil",1
89,"addan türeme fiil",3
6,"addetmek",7
10,"addetmek",7
23,"addetmek",5
37,"addetmek",4
61,"addetmek",1
71,"addetmek",3
3,"adı batası",5
28,"adı batası",6
86,"adı batası",6
94,"adı batası",4
17,"adı belirsiz",5
41,"adı belirsiz",7
69,"adı belirsiz",3
59,"adı karışmak",4
42,"adı sanı",4
45,"adı sanı",4
48,"adı sanı",4
66,"adı sanı",7
68,"adı sanı",6
84,"adı sanı",5
39,"adı var",7
54,"adı var",6
67,"adı var",5
70,"adı var",3
73,"adı var",6
10,"adı verilmek",7
40,"adı verilmek",6
76,"adı verilmek",1
93,"adı verilmek",5
73,"adıduyulmak",6
74,"adıduyulmak",3
91,"adıduyulmak",3
9,"adıkaynak",5
10,"adıkaynak",7
43,"adıkaynak",2
69,"adıkaynak",6
1,"adımını attırmamak",3
13,"adımını attırmamak",6
23,"adımını attırmamak",2
54,"adımını attırmamak",6
58,"adımını attırmamak",5
4,"adını taşımak",1
40,"adını taşımak",1
71,"adını taşımak",4
92,"adını taşımak",1
36,"adıvar",6
53,"adıvar",3
59,"adıvar",6
78,"adıvar",4
98,"adıvar",5
31,"adıyakşı",7
66,"adıyakşı",2
67,"adıyakşı",7
