91,"abakıymış",4
74,"abakıymış",5
70,"abakıymış",2
57,"abakıymış",1
33,"abakıymış",3
29,"abakıymış",3
26,"abakıymış",3
91,"abartış",3
73,"abartış",1
72,"abartış",4
49,"abartış",7
41,"abartış",5
12,"abartış",4
8,"abartış",6
52,"abay",6
48,"abay",3
35,"abay",1
6,"abay",2
91,"abazan",4
80,"abazan",3
61,"abazan",1
38,"abazan",2
32,"abazan",4
24,"abazan",3
89,"abazan kalmak",5
84,"abazan kalmak",2
70,"abazan kalmak",3
62,"abazan kalmak",3
54,"abazan kalmak",1
35,"abazan kalmak",2
27,"abazan kalmak",7
25,"abazan kalmak",5
24,"abazan kalmak",6
91,"abdala malum olur",4
88,"abdala malum olur",2
60,"abdala malum olur",7
52,"abdala malum olur",7
50,"abdala malum olur",6
27,"abdala malum olur",5
100,"abdestan",4
72,"abdestan",2
41,"abdestan",2
39,"abdestan",4
16,"abdestan",4
7,"abdestan",3
100,"abdestini vermek",3
83,"abdestini vermek",7
81,"abdestini vermek",2
59,"abdestini vermek",7
35,"abdestini vermek",5
16,"abdestini vermek",7
12,"abdestini vermek",2
61,"abece sırası",4
61,"abece sırası",7
59,"abece sırası",2
54,"abece sırası",6
18,"abece sırası",4
4,"abece sırası",3
86,"abı",6
53,"abı",1
19,"abı",7
16,"abı",4
10,"abı",3
96,"abıç",3
51,"abıç",5
85,"abıkan",4
51,"abıkan",1
42,"abıkan",7
29,"abıkan",5
81,"abıru",6
76,"abıru",3
48,"abıru",7
34,"abıru",1
91,"abışka",2
81,"abışka",6
75,"abışka",1
75,"abışka",1
62,"abışka",7
51,"abışka",1
42,"abışka",2
37,"abışka",7
28,"abışka",6
12,"abışka",1
74,"abidin",3
34,"abidin",5
17,"abidin",7
87,"abin",1
75,"abin",5
44,"abin",6
23,"abin",3
12,"abin",2
91,"abla",3
86,"abla",4
77,"abla",3
75,"abla",1
40,"abla",7
11,"abla",2
92,"ablaklık",2
88,"ablaklık",1
86,"ablaklık",3
78,"ablaklık",6
54,"ablaklık",6
45,"ablaklık",2
25,"ablaklık",7
9,"ablaklık",2
2,"ablaklık",7
71,"ablatif",4
94,"absorbe",3
64,"absorbe",6
54,"absorbe",1
34,"absorbe",2
27,"absorbe",6
16,"absorbe",6
10,"absorbe",6
82,"absorbe olmak",3
47,"absorbe olmak",6
11,"absorbe olmak",3
84,"abuk subukluk",6
71,"abuk subukluk",5
55,"abuk subukluk",2
97,"abula etmek",4
95,"abula etmek",1
92,"abula etmek",3
65,"abula etmek",3
64,"abula etmek",6
72,"abullabutluk",2
55,"abullabutluk",3
41,"abullabutluk",4
35,"abullabutluk",5
6,"abullabutluk",6
68,"aca",5
16,"aca",6
89,"acarkan",5
74,"acarkan",3
42,"acarkan",1
41,"acarkan",6
26,"acarkan",3
9,"acarkan",7
7,"acarkan",2
92,"acarlık",4
59,"acarlık",1
6,"acarlık",1
90,"acayip karşılamak",2
78,"acayip karşılamak",3
44,"acayip karşılamak",1
34,"acayip karşılamak",3
99,"accelerando",4
88,"accelerando",7
69,"accelerando",1
32,"accelerando",6
19,"accelerando",4
69,"aceleten",4
33,"aceleten",5
20,"aceleten",3
91,"acembuselik",2
38,"acembuselik",4
31,"acembuselik",6
26,"acembuselik",5
17,"acembuselik",5
87,"acemice",4
87,"acemice",6
4,"acemice",7
77,"acemleştirmek",5
60,"acemleştirmek",4
46,"acemleştirmek",7
77,"acıbadem şerbeti",6
72,"acıbadem şerbeti",1
54,"acıbadem şerbeti",3
25,"acıbadem şerbeti",6
93,"acıçektirmek",1
90,"acıçektirmek",7
84,"acıçektirmek",4
76,"acıçektirmek",1
58,"acıçektirmek",5
53,"acıçektirmek",1
29,"acıçektirmek",4
14,"acıçektirmek",2
9,"acıçektirmek",4
91,"acılaşmak",4
61,"acılaşmak",3
20,"acılaşmak",1
90,"acımıh",2
89,"acımıh",1
59,"acımıh",3
49,"acımıh",6
10,"acımıh",6
9,"acımıh",5
61,"acısı çıkmak",4
55,"acısı çıkmak",1
51,"acısı çıkmak",5
20,"acısı çıkmak",7
3,"acısı çıkmak",6
100,"acıtmak",6
47,"acıtmak",6
16,"acıtmak",7
14,"acıtmak",4
90,"acıya",3
46,"acıya",7
40,"acıya",5
15,"acıya",3
13,"acıya",7
5,"acıya",7
2,"acıya",2
2,"acıya",5
94,"acıyarak",3
90,"acıyarak",2
79,"acıyarak",5
69,"acıyarak",5
61,"acıyarak",3
42,"acıyarak",3
4,"acıyarak",3
97,"acıyı",7
96,"acıyı",3
84,"acıyı",6
78,"acıyı",1
66,"acıyı",7
57,"acıyı",2
5,"acıyı",7
94,"acimik",5
59,"acimik",5
43,"acimik",7
33,"acimik",3
6,"acimik",7
87,"aclan",1
82,"aclan",7
59,"aclan",2
53,"aclan",3
76,"acurlu",5
75,"acurlu",1
50,"acurlu",3
39,"acurlu",7
35,"acurlu",5
59,"acyocu",3
38,"acyocu",6
27,"acyocu",6
27,"acyocu",6
13,"acyocu",7
10,"acyocu",5
57,"acz içinde olmak",2
53,"acz içinde olmak",5
27,"acz içinde olmak",4
93,"acze düşmek",6
81,"acze düşmek",6
59,"acze düşmek",2
45,"acze düşmek",1
32,"acze düşmek",1
22,"acze düşmek",7
11,"acze düşmek",2
4,"acze düşmek",3
100,"aç acına",4
95,"aç acına",3
72,"aç acına",2
61,"aç acına",7
47,"aç acına",7
44,"aç acına",1
26,"aç acına",6
23,"aç acına",5
96,"aç açık kalmak",4
90,"aç açık kalmak",3
47,"aç açık kalmak",4
26,"aç açık kalmak",3
96,"aç karnına",7
35,"aç karnına",1
12,"aç karnına",2
88,"açgöz",4
78,"açgöz",2
64,"açgöz",7
78,"açgözlülük",1
74,"açgözlülük",2
67,"açgözlülük",2
24,"açgözlülük",3
17,"açgözlülük",5
8,"açgözlülük",7
94,"açığını kapatmak",7
87,"açığını kapatmak",7
74,"açığını kapatmak",7
63,"açığını kapatmak",1
50,"açığını kapatmak",2
92,"açık bono",4
42,"açık bono",5
42,"açık bono",3
18,"açık bono",7
4,"açık bono",2
96,"açık çek",3
77,"açık çek",6
64,"açık çek",5
26,"açık çek",6
5,"açık çek",1
84,"açık hece",3
78,"açık hece",2
65,"açık hece",4
63,"açık hece",5
37,"açık hece",1
33,"açık hece",6
21,"açık hece",1
15,"açık hece",2
3,"açık hece",7
89,"açık işletme",3
53,"açık işletme",1
36,"açık işletme",7
27,"açık işletme",7
20,"açık işletme",7
96,"açık kabuk",7
95,"açık kabuk",3
88,"açık kabuk",4
52,"açık kabuk",3
50,"açık kabuk",1
30,"açık kabuk",6
28,"açık kabuk",7
21,"açık kabuk",1
12,"açık kabuk",7
51,"açık kapı politikası",7
46,"açık kapı politikası",7
43,"açık kapı politikası",4
34,"açık kapı politikası",4
5,"açık kapı politikası",5
2,"açık kapı politikası",2
97,"açık liman",5
84,"açık liman",7
65,"açık liman",7
45,"açık liman",2
23,"açık liman",4
20,"açık liman",2
13,"açık liman",1
12,"açık liman",2
87,"açık mavi",2
57,"açık mavi",4
37,"açık mavi",5
37,"açık mavi",1
13,"açık mavi",5
30,"açık öğretim",5
8,"açık öğretim",2
5,"açık öğretim",2
57,"açık pazar",2
52,"açık pazar",7
18,"açık pazar",3
72,"açık rejim",5
68,"açık rejim",5
62,"açık rejim",3
15,"açık rejim",7
89,"açık şehir",7
64,"açık şehir",2
54,"açık şehir",1
24,"açık şehir",1
84,"açık toplum",3
74,"açık toplum",6
33,"açık toplum",2
22,"açık toplum",3
4,"açık toplum",3
86,"açık yüreklilik",2
83,"açık yüreklilik",5
71,"açık yüreklilik",3
42,"açık yüreklilik",1
27,"açık yüreklilik",1
5,"açık yüreklilik",2
2,"açık yüreklilik",3
89,"açıkartırma",4
79,"açıkartırma",5
67,"açıkartırma",6
44,"açıkartırma",6
90,"açıkgözlükle",7
89,"açıkgözlükle",3
60,"açıkgözlükle",2
45,"açıkgözlükle",4
17,"açıkgözlükle",3
69,"açıklar livası",1
63,"açıklar livası",3
56,"açıklar livası",6
48,"açıklar livası",4
78,"açıklaştırma",4
71,"açıklaştırma",3
22,"açıklaştırma",5
95,"açıklaştırmak",6
77,"açıklaştırmak",6
68,"açıklaştırmak",7
64,"açıklaştırmak",1
39,"açıklaştırmak",3
5,"açıklaştırmak",2
90,"açıklayan",3
43,"açıklayan",2
38,"açıklayan",7
1,"açıklayan",4
100,"açıklıkla",5
70,"açıklıkla",2
52,"açıklıkla",4
44,"açıklıkla",1
25,"açıklıkla",5
25,"açıklıkla",7
90,"açıktan",5
68,"açıktan",2
43,"açıktan",5
26,"açıktan",1
13,"açıktan",1
87,"açıkyüreklilik",1
64,"açıkyüreklilik",4
53,"açıkyüreklilik",5
7,"açıkyüreklilik",6
4,"açıkyüreklilik",4
59,"açınım",6
26,"açınım",7
21,"açınım",4
58,"açınma",3
31,"açınma",3
12,"açınma",7
6,"açınma",6
97,"açıortay",1
89,"açıortay",3
86,"açıortay",7
72,"açıortay",3
57,"açıortay",4
50,"açıortay",1
47,"açıortay",5
41,"açıortay",4
41,"açıortay",3
35,"açıortay",2
81,"açıölçer",3
82,"açkılanma",1
46,"açkılanma",5
24,"açkılanma",3
22,"açkılanma",3
83,"açkıyapılmak",1
34,"açkıyapılmak",4
25,"açkıyapılmak",3
14,"açkıyapılmak",2
94,"açlıktan nefesi kokmak",2
88,"açlıktan nefesi kokmak",1
76,"açlıktan nefesi kokmak",3
68,"açlıktan nefesi kokmak",2
43,"açlıktan nefesi kokmak",1
96,"açmacı",3
84,"açmacı",2
81,"açmacı",3
78,"açmacı",1
68,"açmacı",2
59,"açmacı",2
8,"açmacı",3
77,"ad durumu",7
27,"ad durumu",3
6,"ad durumu",6
47,"ad tamlaması",5
38,"ad tamlaması",7
89,"ada gibi gemi",2
69,"ada gibi gemi",7
50,"ada gibi gemi",7
48,"ada gibi gemi",1
43,"ada gibi gemi",6
27,"ada tavşanı",6
97,"adacılık",7
47,"adacılık",6
43,"adacılık",4
94,"adak",5
72,"adak",1
67,"adak",6
51,"adak",2
6,"adak",1
100,"adaklamak",5
66,"adaklamak",3
65,"adaklamak",4
97,"adaklanmak",6
93,"adaklanmak",5
31,"adaklanmak",1
21,"adaklanmak",7
12,"adaklanmak",5
100,"adaklı",3
60,"adaklı",6
29,"adaklı",7
81,"adalet",2
26,"adalet",2
17,"adalet",4
14,"adalet",3
1,"adalet",1
72,"adalet mahkemesi",5
68,"adalet mahkemesi",5
67,"adalet mahkemesi",3
60,"adalet mahkemesi",7
55,"adalet mahkemesi",1
76,"adalet sarayı",5
23,"adalet sarayı",5
99,"adalete teslim etmek",3
81,"adalete teslim etmek",6
53,"adalete teslim etmek",7
32,"adalete teslim etmek",2
4,"adalete teslim etmek",6
2,"adalete teslim etmek",6
79,"adaletten",7
63,"adaletten",4
57,"adaletten",1
53,"adaletten",6
48,"adaletten",2
28,"adaletten",2
59,"adam başına",2
45,"adam başına",6
71,"adamakıllı",7
27,"adamakıllı",3
22,"adamakıllı",3
63,"adamcasına",7
50,"adamcasına",4
22,"adamcasına",7
22,"adamcasına",6
82,"adamlıksız",7
29,"adamlıksız",2
25,"adamlıksız",6
24,"adamlıksız",1
94,"adamsendeci",6
48,"adamsendeci",2
17,"adamsendeci",6
15,"adamsendeci",4
13,"adamsendeci",7
5,"adamsendeci",2
2,"adamsendeci",1
97,"adamsız",6
58,"adamsız",1
46,"adamsız",4
10,"adamsız",2
58,"adap",7
46,"adap",6
34,"adap",5
17,"adap",6
14,"adap",1
5,"adap",4
5,"adap",4
90,"adapte olmak",2
87,"adapte olmak",3
49,"adapte olmak",3
35,"adapte olmak",6
25,"adapte olmak",1
17,"adapte olmak",3
60,"adaptör",6
52,"adaptör",5
37,"adaptör",7
14,"adaptör",1
8,"adaptör",3
92,"aday",2
74,"aday",5
43,"aday",4
18,"aday",1
92,"adcı",4
77,"adcı",5
68,"adcı",7
53,"adcı",3
43,"adcı",1
18,"adcı",2
6,"adcı",4
100,"adçekimi",1
96,"adçekimi",7
31,"adçekimi",6
1,"adçekimi",4
89,"addan türeme fiil",3
58,"addan türeme fiil",1
51,"addan türeme fiil",2
71,"addetmek",3
61,"addetmek",1
37,"addetmek",4
23,"addetmek",5
10,"addetmek",7
6,"addetmek",7
94,"adı batası",4
86,"adı batası",6
28,"adı batası",6
3,"adı batası",5
69,"adı belirsiz",3
41,"adı belirsiz",7
17,"adı belirsiz",5
59,"adı karışmak",4
84,"adı sanı",5
68,"adı sanı",6
66,"adı sanı",7
48,"adı sanı",4
45,"adı sanı",4
42,"adı sanı",4
73,"adı var",6
70,"adı var",3
67,"adı var",5
54,"adı var",6
39,"adı var",7
93,"adı verilmek",5
76,"adı verilmek",1
40,"adı verilmek",6
10,"adı verilmek",7
91,"adıduyulmak",3
74,"adıduyulmak",3
73,"adıduyulmak",6
69,"adıkaynak",6
43,"adıkaynak",2
10,"adıkaynak",7
9,"adıkaynak",5
58,"adımını attırmamak",5
54,"adımını attırmamak",6
23,"adımını attırmamak",2
13,"adımını attırmamak",6
1,"adımını attırmamak",3
92,"adını taşımak",1
71,"adını taşımak",4
40,"adını taşımak",1
4,"adını taşımak",1
98,"adıvar",5
78,"adıvar",4
59,"adıvar",6
53,"adıvar",3
36,"adıvar",6
81,"adıyakşı",5
77,"adıyakşı",2
67,"adıyakşı",7
66,"adıyakşı",2
31,"adıyakşı",7
69,"adi adım",6
60,"adi adım",3
58,"adi adım",4
91,"adi defter",3
87,"adi defter",5
76,"adi defter",5
47,"adi defter",1
40,"adi defter",3
38,"adi defter",5
37,"adi defter",1
16,"adi defter",3
91,"adileşme",5
67,"adileşme",4
50,"adileşme",7
36,"adileşme",1
30,"adileşme",7
17,"adileşme",3
13,"adileşme",7
90,"adlandırılma",4
67,"adlandırılma",2
26,"adlandırılma",6
26,"adlandırılma",5
1,"adlandırılma",6
100,"adli",1
59,"adli",6
55,"adli",5
46,"adli",1
45,"adli",4
9,"adli",4
1,"adli",4
88,"adli makam",1
78,"adli makam",4
66,"adli makam",7
63,"adli makam",3
50,"adli makam",3
44,"adli makam",4
19,"adli makam",1
90,"adliyeci",4
69,"adliyeci",1
42,"adliyeci",5
9,"adliyeci",5
96,"adonis",4
87,"adonis",5
73,"adonis",7
52,"adonis",7
3,"adonis",2
84,"adriyatik denizi",3
65,"adriyatik denizi",1
97,"adsorpsiyon",7
78,"adsorpsiyon",4
44,"adsorpsiyon",6
89,"aet",3
77,"aet",5
40,"aet",5
39,"aet",2
22,"aet",3
10,"aet",1
4,"aet",5
93,"afallamak",1
92,"afallamak",4
84,"afallamak",3
44,"afallamak",1
25,"afallamak",7
89,"afallaşma",5
86,"afallaşma",1
51,"afallaşma",1
50,"afallaşma",7
30,"afallaşma",2
16,"afallaşma",7
50,"afallatma",7
31,"afallatma",5
30,"afallatma",5
22,"afallatma",3
91,"aferin almak",6
82,"aferin almak",2
67,"aferin almak",2
44,"aferin almak",7
40,"aferin almak",6
37,"aferin almak",5
68,"affınıza sığınarak",7
18,"affınıza sığınarak",5
9,"affınıza sığınarak",1
86,"affolunmak",3
70,"affolunmak",1
55,"affolunmak",1
53,"affolunmak",6
48,"affolunmak",1
90,"afi",4
68,"afi",5
67,"afi",6
62,"afi",2
52,"afi",7
46,"afi",2
37,"afi",6
35,"afi",5
23,"afi",1
21,"afi",2
20,"afi",1
73,"afis",1
52,"afis",2
50,"afis",1
27,"afis",7
25,"afis",3
9,"afis",7
2,"afis",7
84,"afiş",3
84,"afiş",5
51,"afiş",1
41,"afiş",4
39,"afiş",2
38,"afiş",1
22,"afiş",1
21,"afiş",4
5,"afiş",5
49,"afiş yutmak",6
17,"afiş yutmak",5
15,"afiş yutmak",1
4,"afiş yutmak",5
64,"afişe",2
42,"afişe",6
32,"afişe",7
28,"afişe",6
4,"afişe",7
84,"afiyet",4
80,"afiyet",7
51,"afiyet",1
45,"afiyet",2
16,"afiyet",4
95,"afiyet olsun",5
78,"afiyet olsun",3
49,"afiyet olsun",5
18,"afiyet olsun",6
64,"afiyetle",1
38,"afiyetle",2
22,"afiyetle",7
94,"aforozlu",5
52,"aforozlu",4
42,"aforozlu",2
76,"afsuncuya",6
69,"afsuncuya",4
67,"afsuncuya",2
24,"afsuncuya",3
98,"afşın",1
94,"afşın",7
78,"afşın",4
75,"afşın",6
75,"afşın",3
55,"afşın",6
36,"afşın",2
83,"aftaka",1
62,"aftaka",4
23,"aftaka",7
18,"aftaka",7
18,"aftaka",5
4,"aftaka",5
86,"afyonlamak",7
42,"afyonlamak",4
39,"afyonlamak",7
67,"aglütinin",2
44,"aglütinin",3
25,"aglütinin",7
10,"aglütinin",2
79,"agnostiszm",7
60,"agnostiszm",6
3,"agnostiszm",5
72,"agu bebek",3
62,"agu bebek",3
15,"agu bebek",7
97,"ağa",2
94,"ağa",1
83,"ağa",2
17,"ağa",1
96,"ağabeylik",3
57,"ağabeylik",7
14,"ağabeylik",2
94,"ağaç delen",6
90,"ağaç delen",1
59,"ağaç delen",4
3,"ağaç delen",2
82,"ağaç nemi",4
93,"ağaç parkı",2
93,"ağaç parkı",5
87,"ağaç parkı",4
74,"ağaç parkı",4
39,"ağaç parkı",6
35,"ağaç parkı",4
12,"ağaç parkı",2
93,"ağaççılık",4
79,"ağaççılık",4
53,"ağaççılık",2
45,"ağaççılık",6
44,"ağaççılık",6
32,"ağaççılık",2
1,"ağaççılık",6
99,"ağaçkesen",1
94,"ağaçkesen",6
60,"ağaçkesen",1
56,"ağaçkesen",4
42,"ağaçkesen",3
39,"ağaçkesen",5
24,"ağaçkesen",7
20,"ağaçkesen",2
89,"ağaçlıklı",1
87,"ağaçlıklı",1
83,"ağaçlıklı",1
38,"ağaçlıklı",4
3,"ağaçlıklı",7
83,"ağalanma",2
77,"ağalanma",7
71,"ağalanma",4
55,"ağalanma",1
47,"ağalanma",1
46,"ağalanma",2
17,"ağalanma",2
14,"ağalanma",4
81,"ağartma",6
36,"ağartma",6
94,"ağdacı",7
94,"ağdacı",5
89,"ağdacı",5
69,"ağdacı",7
44,"ağdacı",7
39,"ağdacı",3
29,"ağdacı",2
18,"ağdacı",5
6,"ağdacı",4
85,"ağdalanmış",2
84,"ağdalanmış",6
82,"ağdalanmış",1
58,"ağdalanmış",6
57,"ağdalanmış",6
39,"ağdalanmış",2
32,"ağdalanmış",5
21,"ağdalanmış",1
67,"ağdalaşma",5
64,"ağdalaşma",2
6,"ağdalaşma",6
85,"ağdalaşmak",7
66,"ağdalaşmak",2
57,"ağdalaşmak",6
52,"ağdalaşmak",1
32,"ağdalaşmak",4
84,"ağı otu",6
66,"ağı otu",6
48,"ağı otu",6
26,"ağı otu",7
14,"ağı otu",7
13,"ağı otu",2
16,"ağıç",1
16,"ağıç",3
82,"ağılanma",1
72,"ağılanma",7
63,"ağılanma",3
53,"ağılanma",4
51,"ağılanma",2
45,"ağılanma",1
13,"ağılanma",7
96,"ağılaşma",1
93,"ağılaşma",1
89,"ağılaşma",1
78,"ağılaşma",2
20,"ağılaşma",1
84,"ağım",5
71,"ağım",3
64,"ağım",3
44,"ağım",4
29,"ağım",4
29,"ağım",4
88,"ağır canlı",5
79,"ağır canlı",2
76,"ağır canlı",4
51,"ağır canlı",6
40,"ağır canlı",4
95,"ağır çekmek",4
65,"ağır çekmek",4
43,"ağır çekmek",3
33,"ağır çekmek",3
89,"ağır iş",6
86,"ağır iş",3
78,"ağır iş",7
100,"ağır işitmek",4
94,"ağır işitmek",5
72,"ağır işitmek",3
67,"ağır işitmek",3
33,"ağır işitmek",4
24,"ağır işitmek",2
19,"ağır işitmek",3
7,"ağır işitmek",5
92,"ağır kaçmak",2
91,"ağır kaçmak",4
85,"ağır kaçmak",5
83,"ağır kaçmak",2
57,"ağır kaçmak",7
30,"ağır kaçmak",3
24,"ağır kaçmak",6
8,"ağır kaçmak",7
4,"ağır kaçmak",3
94,"ağır ol",1
60,"ağırca",3
19,"ağırca",7
7,"ağırca",7
30,"ağırkanlı",5
23,"ağırkanlı",5
19,"ağırkanlı",5
92,"ağırlanma",2
88,"ağırlanma",4
73,"ağırlanma",6
73,"ağırlanma",5
68,"ağırlanma",4
61,"ağırlanma",1
42,"ağırlanma",1
38,"ağırlanma",2
22,"ağırlanma",3
93,"ağırlık basmak",6
55,"ağırlık basmak",5
33,"ağırlık basmak",2
98,"ağırşaklanmak",7
97,"ağırşaklanmak",6
90,"ağırşaklanmak",7
86,"ağırşaklanmak",7
60,"ağırşaklanmak",6
7,"ağırşaklanmak",6
100,"ağış",2
80,"ağış",5
53,"ağış",6
50,"ağış",7
27,"ağış",6
8,"ağış",7
77,"ağıt yakmak",3
67,"ağıt yakmak",3
23,"ağıt yakmak",3
94,"ağıtlama",7
93,"ağıtlama",7
93,"ağıtlama",5
61,"ağıtlama",3
30,"ağıtlama",6
19,"ağıtlama",6
18,"ağıtlama",6
78,"ağız değişikliği",3
59,"ağız değişikliği",7
34,"ağız değişikliği",2
11,"ağız değişikliği",7
76,"ağızlama",7
65,"ağızlama",4
42,"ağızlama",1
41,"ağızlama",5
28,"ağızlama",1
2,"ağızlama",2
99,"ağızsız",4
85,"ağızsız",5
73,"ağızsız",3
5,"ağızsız",6
96,"ağladı ağlayacak",5
85,"ağladı ağlayacak",3
77,"ağladı ağlayacak",1
90,"ağlama",1
88,"ağlama",7
47,"ağlama",1
44,"ağlama",2
42,"ağlama",1
22,"ağlama",7
68,"ağlaşmak",2
38,"ağlaşmak",6
31,"ağlaşmak",7
69,"ağlatış",3
52,"ağlatış",3
18,"ağlatış",2
25,"ağlatmak",4
14,"ağlatmak",1
9,"ağlatmak",7
3,"ağlatmak",7
79,"ağlayış",2
77,"ağlayış",1
48,"ağlayış",6
23,"ağlayış",3
42,"ağrı kesimi",5
12,"ağrı kesimi",2
8,"ağrı kesimi",7
99,"ağrık",6
82,"ağrık",6
72,"ağrık",6
18,"ağrık",2
7,"ağrık",5
88,"ağrıkesen",1
79,"ağrıkesen",1
53,"ağrıkesen",7
39,"ağrıkesen",4
20,"ağrıkesen",1
17,"ağrıkesen",1
12,"ağrıkesen",6
2,"ağrıkesen",1
2,"ağrıkesen",6
90,"ağrılı",6
70,"ağrılı",7
80,"ağrısı tutmak",1
11,"ağrısı tutmak",7
86,"ağrısız",4
70,"ağrısız",6
69,"ağrısız",6
28,"ağrısız",1
25,"ağrısız",5
6,"ağrısız",6
94,"ağrıtma",6
